#Name       #Center of gravity
Sclera:1_73;0.1460916003749222,0.34006061727576886,-1.1145671869805143
Sclera:1_74;0.232605555871846,0.3248751048825155,-1.1080397080643625
Sclera:1_75;1.029721329498132e-08,1.0297213384126084e-08,3.1009169510276552e-09
Sclera:1_76;-0.12308619002787687,0.4076110419204367,-1.1030130470264445
Sclera:1_77;-0.04483894713280193,0.41258762922634973,-1.1050541807013854
Sclera:1_78;0.044838947128136616,0.41258762922595305,-1.1050541807006047
Sclera:1_79;0.12308620070657393,0.40761103889273825,-1.1030130490015995
Sclera:1_80;-0.12134183691874421,-0.604679715716909,-1.0030030870478763
Sclera:1_81;-0.044424182801949846,-0.6079982806865591,-1.005156605360888
Sclera:1_82;0.044424182868196126,-0.607998280694046,-1.005156605366564
Sclera:1_83;0.12134184345870361,-0.6046797146672143,-1.0030030878618326
Sclera:1_84;-0.3199617662331799,-0.5127220532840673,-1.0069481268913474
Sclera:1_85;-0.24119392851792731,-0.5271563474773737,-1.0152220204594562
Sclera:1_86;-0.1475384036515133,-0.5408710690400721,-1.0239897270073706
Sclera:1_87;-0.04953721591705996,-0.5462580733986683,-1.0298501861929255
Sclera:1_88;0.04953721592504525,-0.5462580733941846,-1.029850186194631
Sclera:1_89;0.1475384295089633,-0.5408710197620791,-1.0239897707544396
Sclera:1_90;0.2411939195178202,-0.5271563554054184,-1.0152219990144635
Sclera:1_91;0.3199617625026015,-0.5127220548785355,-1.0069481260374176
Sclera:1_92;-0.4212413478196608,-0.42124157228768083,-1.00962785646064
Sclera:1_93;-0.34461133269905075,-0.4433115014642354,-1.0240528467059773
Sclera:1_94;-0.2501412647903425,-0.4508420178832019,-1.0474294421484656
Sclera:1_95;-0.1506009420225942,-0.45166880420072864,-1.066877104088223
Sclera:1_96;-0.05053599604988206,-0.45454927196249956,-1.0748074328411918
Sclera:1_97;0.05053599604526471,-0.45454927197167605,-1.0748074328396455
Sclera:1_98;0.1506009718587156,-0.45166866162491603,-1.066877105626943
Sclera:1_99;0.25014121385231874,-0.4508421734677124,-1.0474294149026921
Sclera:1_100;0.34461132541108785,-0.4433115095973915,-1.024052866075888
Sclera:1_101;0.4212413477957599,-0.42124157221754305,-1.0096278564863383
Sclera:1_102;-0.5127220548785374,-0.31996176250260183,-1.0069481260374176
Sclera:1_103;-0.4434596931566022,-0.34518024917568496,-1.0243843863230875
Sclera:1_104;-0.3503774055196633,-0.3508200125815604,-1.0584173236309316
Sclera:1_105;-0.25547825800690493,-0.35847609888549326,-1.0823481242225865
Sclera:1_106;-0.1597605380211501,-0.37624324388717545,-1.0911746879002011
Sclera:1_107;-0.05535969725228656,-0.3863918921765012,-1.0947461779982113
Sclera:1_108;0.05535969727489875,-0.3863918921666524,-1.0947461779992977
Sclera:1_109;0.1597605363759021,-0.37624323492122885,-1.091174689630776
Sclera:1_110;0.2554782799677077,-0.35847612868533046,-1.0823481197589127
Sclera:1_111;0.3503774976948124,-0.35081992707541215,-1.0584173283343763
Sclera:1_112;0.44345968967659055,-0.34518025664352725,-1.0243843635494492
Sclera:1_113;0.512722053284068,-0.3199617662331798,-1.0069481268913474
Sclera:1_114;-0.5279303285671337,-0.24202606463931473,-1.0156779348035854
Sclera:1_115;-0.4503671032449573,-0.2505290331949636,-1.0491820827698561
Sclera:1_116;-0.3583642718301754,-0.2562301655772966,-1.0829746908842275
Sclera:1_117;-0.2792327306852938,-0.28026926730107987,-1.0946199303922612
Sclera:1_118;0.27923274437631157,-0.28026925556325943,-1.0946199302478004
Sclera:1_119;0.358364222786964,-0.25623017550548466,-1.0829746940443772
Sclera:1_120;0.45036694105099717,-0.2505290838806976,-1.0491821224955156
Sclera:1_121;0.5279303186859863,-0.24202607396318512,-1.0156779572145145
Sclera:1_122;-0.604679714667213,-0.12134184345870581,-1.0030030878618326
Sclera:1_123;-0.5425493180388538,-0.1479621822404064,-1.0251895772443727
Sclera:1_124;-0.4512376734427952,-0.15088193538380013,-1.0691280337938638
Sclera:1_125;-0.37776646309219486,-0.1614531657186017,-1.0920657970628165
Sclera:1_126;0.377766485908732,-0.16145314789156576,-1.0920657946454249
Sclera:1_127;0.45123783876032325,-0.15088190162738635,-1.0691280321901728
Sclera:1_128;0.5425493833365882,-0.1479621496688535,-1.0251895220948724
Sclera:1_129;0.6046797157169085,-0.12134183691874358,-1.003003087047876
Sclera:1_130;-0.6079982806940455,-0.044424182868195744,-1.005156605366564
Sclera:1_131;-0.5478553637802922,-0.04970958916357024,-1.0316316142331605
Sclera:1_132;-0.45463133951966883,-0.05070525104736796,-1.0771383476415328
Sclera:1_133;-0.3888712502331809,-0.05718379023642809,-1.0958580461737129
Sclera:1_134;0.3888712502384847,-0.057183790223795744,-1.0958580461732124
Sclera:1_135;0.45463133950988277,-0.05070525105137252,-1.0771383476430567
Sclera:1_136;0.5478553637793725,-0.04970958917037055,-1.0316316142366213
Sclera:1_137;0.607998280686559,-0.044424182801949985,-1.0051566053608878
Sclera:1_138;-0.6079982806865588,0.044424182801949534,-1.0051566053608878
Sclera:1_139;-0.5478553637793724,0.04970958917037044,-1.0316316142366215
Sclera:1_140;-0.4546313395098826,0.05070525105137241,-1.0771383476430567
Sclera:1_141;-0.3888712502384847,0.05718379022379575,-1.0958580461732126
Sclera:1_142;0.3888712502331808,0.05718379023642818,-1.0958580461737129
Sclera:1_143;0.45463133951966894,0.05070525104736792,-1.0771383476415326
Sclera:1_144;0.5478553637802922,0.04970958916357016,-1.0316316142331605
Sclera:1_145;0.6079982806940456,0.04442418286819588,-1.005156605366564
Sclera:1_146;-0.6046797157169086,0.12134183691874378,-1.003003087047876
Sclera:1_147;-0.5425493833365881,0.14796214966885332,-1.0251895220948726
Sclera:1_148;-0.45123783876032325,0.15088190162738627,-1.0691280321901728
Sclera:1_149;-0.3777664859087321,0.16145314789156523,-1.0920657946454249
Sclera:1_150;0.3777664630921948,0.1614531657186016,-1.0920657970628165
Sclera:1_151;0.45123767344279525,0.1508819353838001,-1.069128033793864
Sclera:1_152;0.5425493180388539,0.14796218224040616,-1.0251895772443727
Sclera:1_153;0.6046797146672129,0.12134184345870555,-1.0030030878618321
Sclera:1_154;-0.527930318685986,0.24202607396318518,-1.0156779572145143
Sclera:1_155;-0.4503669410509971,0.25052908388069767,-1.0491821224955156
Sclera:1_156;-0.3583642227869639,0.25623017550548444,-1.0829746940443772
Sclera:1_157;-0.27923274437631207,0.28026925556325927,-1.0946199302478001
Sclera:1_158;0.2792327306852937,0.2802692673010798,-1.0946199303922612
Sclera:1_159;0.35836427183017533,0.2562301655772967,-1.0829746908842275
Sclera:1_160;0.4503671032449574,0.25052903319496356,-1.0491820827698561
Sclera:1_161;0.5279303285671337,0.24202606463931464,-1.0156779348035856
Sclera:1_162;-0.512722053284068,0.3199617662331799,-1.0069481268913476
Sclera:1_163;-0.4434596896765904,0.34518025664352725,-1.0243843635494492
Sclera:1_164;-0.35037749769481275,0.3508199270754125,-1.0584173283343767
Sclera:1_165;-0.25547827996770783,0.35847612868533063,-1.0823481197589129
Sclera:1_166;-0.15976053637590223,0.37624323492122863,-1.091174689630776
Sclera:1_167;-0.05535969727489869,0.38639189216665226,-1.0947461779992977
Sclera:1_168;0.055359697252286566,0.3863918921765012,-1.0947461779982115
Sclera:1_169;0.15976053802114987,0.37624324388717545,-1.0911746879002011
Sclera:1_170;0.2554782580069048,0.35847609888549314,-1.0823481242225865
Sclera:1_171;0.35037740551966345,0.35082001258156037,-1.0584173236309316
Sclera:1_172;0.44345969315660205,0.34518024917568507,-1.0243843863230877
Sclera:1_173;0.5127220548785375,0.31996176250260217,-1.0069481260374178
Sclera:1_174;-0.4212413477957601,0.4212415722175431,-1.0096278564863383
Sclera:1_175;-0.34461132541108763,0.44331150959739124,-1.0240528660758883
Sclera:1_176;-0.25014121385231874,0.45084217346771216,-1.0474294149026921
Sclera:1_177;-0.15060097185871538,0.4516686616249161,-1.066877105626943
Sclera:1_178;-0.05053599604526479,0.45454927197167605,-1.0748074328396455
Sclera:1_179;0.05053599604988199,0.4545492719624996,-1.0748074328411916
Sclera:1_180;0.1506009420225943,0.4516688042007285,-1.0668771040882232
Sclera:1_181;0.25014126479034243,0.4508420178832018,-1.0474294421484653
Sclera:1_182;0.3446113326990507,0.44331150146423526,-1.024052846705977
Sclera:1_183;0.42124134781966033,0.4212415722876805,-1.00962785646064
Sclera:1_184;-0.31996176250260183,0.5127220548785363,-1.0069481260374178
Sclera:1_185;-0.24119391951782043,0.5271563554054187,-1.0152219990144633
Sclera:1_186;-0.14753842950896343,0.5408710197620792,-1.0239897707544396
Sclera:1_187;-0.049537215925045175,0.5462580733941849,-1.029850186194631
Sclera:1_188;0.04953721591705977,0.5462580733986682,-1.0298501861929252
Sclera:1_189;0.1475384036515136,0.540871069040072,-1.0239897270073706
Sclera:1_190;0.2411939285179268,0.5271563474773737,-1.0152220204594562
Sclera:1_191;0.31996176623317935,0.5127220532840667,-1.0069481268913472
Sclera:1_192;-0.12134184345870658,0.6046797146672136,-1.0030030878618326
Sclera:1_193;-0.04442418286819655,0.6079982806940462,-1.005156605366564
Sclera:1_194;0.044424182801949284,0.6079982806865589,-1.005156605360888
Sclera:1_195;0.12134183691874541,0.6046797157169077,-1.0030030870478763
Sclera:1_196;-0.22228316635188314,-0.7073581761601259,-0.9061106043069184
Sclera:1_197;-0.14173393037922463,-0.7140062021106112,-0.9116850549169775
Sclera:1_198;-0.04792482446109215,-0.7180395218039247,-0.9150896243250805
Sclera:1_199;0.047924824443626196,-0.7180395217819678,-0.9150896243474625
Sclera:1_200;0.1417339423040207,-0.7140061979981722,-0.9116850694894088
Sclera:1_201;0.22228317634753167,-0.7073581730711479,-0.9061106093245881
Sclera:1_202;-0.41520681062852477,-0.6104593700105427,-0.9075074136964469
Sclera:1_203;-0.3392520446552574,-0.626721660739257,-0.9195096326323836
Sclera:1_204;-0.247227874049073,-0.6436949925889477,-0.9344641259968809
Sclera:1_205;-0.1498383788380082,-0.6506078851900179,-0.9491275378159101
Sclera:1_206;-0.05028759191745049,-0.6532532813794732,-0.9573293425054981
Sclera:1_207;0.05028759111635807,-0.6532532817162102,-0.957329342492098
Sclera:1_208;0.14983838824715628,-0.6506078139420587,-0.9491275408826074
Sclera:1_209;0.24722784938886544,-0.6436951344960982,-0.9344641112259248
Sclera:1_210;0.33925203808905907,-0.6267216684335735,-0.9195096169292832
Sclera:1_211;0.41520681035237095,-0.6104593703613436,-0.9075074137699561
Sclera:1_212;-0.517090821367337,-0.5170908258403414,-0.9104330529489667
Sclera:1_213;-0.4427388231097704,-0.5411419123290488,-0.9287551459948954
Sclera:1_214;-0.3517886599737953,-0.5530082099540393,-0.958865239292758
Sclera:1_215;-0.2563850912962146,-0.5674388576044941,-0.9792072282221721
Sclera:1_216;-0.15790992441714563,-0.58175949378185,-0.9881883119616374
Sclera:1_217;-0.05390923093250036,-0.5879950716125604,-0.9921424805904093
Sclera:1_218;0.053909230847390126,-0.5879950716065317,-0.9921424805954221
Sclera:1_219;0.1579099320219562,-0.5817594791831102,-0.9881883157335615
Sclera:1_220;0.2563850639648125,-0.5674388935174216,-0.9792072247156927
Sclera:1_221;0.3517886618326309,-0.5530082237184814,-0.9588652384975846
Sclera:1_222;0.44273882305567464,-0.5411419122348472,-0.9287551461325688
Sclera:1_223;0.5170908216450565,-0.5170908255626361,-0.9104330529489563
Sclera:1_224;-0.6104593703613441,-0.4152068103523714,-0.9075074137699568
Sclera:1_225;-0.5413040990762907,-0.44338842585295907,-0.9291574919892487
Sclera:1_226;-0.4547665322104671,-0.45538206348384286,-0.9681097574610397
Sclera:1_227;-0.37085043920105704,-0.47841099611493043,-0.9886276002583841
Sclera:1_228;7.054632996995535e-09,7.909186965052656e-09,1.0735600699333992e-09
Sclera:1_229;1.0660807737348548e-08,7.909186963460114e-09,1.0735600696065671e-09
Sclera:1_230;0.3708504345257302,-0.478410999993254,-0.9886276001750229
Sclera:1_231;0.45476653200029454,-0.4553820634818598,-0.9681097574894654
Sclera:1_232;0.5413040991366426,-0.44338842563918673,-0.9291574920048299
Sclera:1_233;0.6104593700105428,-0.4152068106285257,-0.9075074136964469
Sclera:1_234;-0.6276133401185324,-0.34033381675446095,-0.9201966172827912
Sclera:1_235;-0.5527353609689951,-0.35256925295754826,-0.9610748078302764
Sclera:1_236;-0.47855206213873935,-0.37335577275638665,-0.9892033866604231
Sclera:1_237;0.4785520583877097,-0.37335577780030355,-0.9892033865613962
Sclera:1_238;0.5527353564296285,-0.35256924619058777,-0.9610748073130343
Sclera:1_239;0.6276133341267734,-0.3403338230343402,-0.9201966316544369
Sclera:1_240;-0.7073581730711479,-0.22228317634753209,-0.9061106093245883
Sclera:1_241;-0.6454321766521383,-0.24796134313429263,-0.936483295100758
Sclera:1_242;-0.5694591763676983,-0.25772533561395733,-0.9814511995065782
Sclera:1_243;5.921438444472122e-10,5.069747299152954e-10,7.934725337638781e-11
Sclera:1_244;4.5288413623642125e-10,5.069747151515914e-10,7.934725286863836e-11
Sclera:1_245;0.5694591316177233,-0.2577253693557602,-0.9814512026567482
Sclera:1_246;0.6454319912327982,-0.24796137768998613,-0.9364833369822733
Sclera:1_247;0.7073581761601268,-0.2222831663518829,-0.9061106043069186
Sclera:1_248;-0.714150871643532,-0.14208141155771525,-0.9118059626437786
Sclera:1_249;-0.6509962250219105,-0.15054330245553652,-0.9535428797505529
Sclera:1_250;-0.5851634294186264,-0.16071191055229617,-0.9907690385837356
Sclera:1_251;0.585163443031782,-0.16071189962164498,-0.990769035666366
Sclera:1_252;0.6509963083312817,-0.15054328708520173,-0.95354286371619
Sclera:1_253;0.714150876991721,-0.1420813992081794,-0.9118059473033795
Sclera:1_254;-0.7191409725086862,-0.048401449359912425,-0.9160138920299429
Sclera:1_255;-0.6532850374740036,-0.050471438360135644,-0.9628272727303767
Sclera:1_256;-0.5920610942240331,-0.05650029751038326,-0.9950010341883325
Sclera:1_257;0.5920611026950159,-0.05650028365095498,-0.9950010323947931
Sclera:1_258;0.6532851309898509,-0.0504714364192521,-0.9628272798918476
Sclera:1_259;0.7191409726946372,-0.048401450017017955,-0.9160138918508348
Sclera:1_260;-0.7191409724962449,0.04840144932704466,-0.9160138920235795
Sclera:1_261;-0.6532850375457878,0.05047143846423227,-0.9628272727645443
Sclera:1_262;-0.5920610942177953,0.05650029748200633,-0.9950010341913608
Sclera:1_263;0.592061094154678,0.05650029840849375,-0.9950010341894355
Sclera:1_264;0.6532849871943759,0.05047144591070307,-0.9628273160539528
Sclera:1_265;0.7191409605911893,0.048401451786118356,-0.9160139013998719
Sclera:1_266;-0.714150876991721,0.14208139920817964,-0.9118059473033798
Sclera:1_267;-0.6509963083312815,0.15054328708520187,-0.9535428637161902
Sclera:1_268;-0.585163443031782,0.16071189962164517,-0.990769035666366
Sclera:1_269;0.5851634294186264,0.1607119105522961,-0.9907690385837356
Sclera:1_270;0.6509962250219108,0.1505433024555365,-0.9535428797505526
Sclera:1_271;0.714150871643532,0.14208141155771523,-0.9118059626437783
Sclera:1_272;-0.707358176160127,0.22228316635188275,-0.9061106043069186
Sclera:1_273;-0.6454319912327983,0.24796137768998594,-0.9364833369822733
Sclera:1_274;-0.5694591316177233,0.25772536935576,-0.9814512026567485
Sclera:1_275;5.921438357144657e-10,7.325864447936296e-10,7.934725286868539e-11
Sclera:1_276;4.528841376063939e-10,7.325864551012493e-10,7.934725337631822e-11
Sclera:1_277;0.5694591763676984,0.2577253356139572,-0.9814511995065783
Sclera:1_278;0.6454321766521387,0.2479613431342929,-0.936483295100758
Sclera:1_279;0.7073581730711481,0.22228317634753275,-0.9061106093245882
Sclera:1_280;-0.6276133341267734,0.34033382303434,-0.9201966316544369
Sclera:1_281;-0.5527353564296283,0.3525692461905877,-0.9610748073130344
Sclera:1_282;-0.4785520583877097,0.3733557778003036,-0.9892033865613962
Sclera:1_283;0.4785520621387394,0.3733557727563866,-0.9892033866604234
Sclera:1_284;0.5527353609689953,0.3525692529575484,-0.9610748078302762
Sclera:1_285;0.6276133401185325,0.3403338167544612,-0.9201966172827913
Sclera:1_286;-0.6104593700105431,0.41520681062852394,-0.9075074136964469
Sclera:1_287;-0.5413040991366432,0.4433884256391863,-0.9291574920048299
Sclera:1_288;-0.45476653200029443,0.4553820634818595,-0.9681097574894655
Sclera:1_289;-0.37085043452573024,0.4784109999932539,-0.9886276001750228
Sclera:1_290;7.054632997162304e-09,5.919173703331303e-09,1.0735600696068337e-09
Sclera:1_291;1.0660807739864365e-08,5.919173704997977e-09,1.073560069933157e-09
Sclera:1_292;0.3708504392010567,0.4784109961149305,-0.9886276002583841
Sclera:1_293;0.4547665322104669,0.4553820634838427,-0.9681097574610397
Sclera:1_294;0.54130409907629,0.44338842585295984,-0.9291574919892491
Sclera:1_295;0.6104593703613439,0.4152068103523714,-0.9075074137699565
Sclera:1_296;-0.5170908216450562,0.5170908255626365,-0.9104330529489564
Sclera:1_297;-0.44273882305567447,0.5411419122348476,-0.9287551461325687
Sclera:1_298;-0.35178866183263097,0.5530082237184815,-0.9588652384975844
Sclera:1_299;-0.2563850639648125,0.5674388935174216,-0.9792072247156927
Sclera:1_300;-0.15790993202195613,0.5817594791831103,-0.9881883157335616
Sclera:1_301;-0.05390923084739009,0.5879950716065317,-0.9921424805954224
Sclera:1_302;0.05390923093250015,0.5879950716125604,-0.9921424805904093
Sclera:1_303;0.1579099244171456,0.5817594937818501,-0.9881883119616375
Sclera:1_304;0.2563850912962147,0.567438857604494,-0.9792072282221719
Sclera:1_305;0.35178865997379516,0.5530082099540394,-0.9588652392927579
Sclera:1_306;0.4427388231097707,0.5411419123290484,-0.9287551459948954
Sclera:1_307;0.517090821367337,0.517090825840341,-0.9104330529489666
Sclera:1_308;-0.4152068103523707,0.6104593703613439,-0.9075074137699564
Sclera:1_309;-0.3392520380890595,0.6267216684335736,-0.919509616929283
Sclera:1_310;-0.24722784938886497,0.6436951344960984,-0.9344641112259249
Sclera:1_311;-0.14983838824715626,0.6506078139420591,-0.9491275408826071
Sclera:1_312;-0.05028759111635814,0.6532532817162106,-0.9573293424920978
Sclera:1_313;0.05028759191745068,0.6532532813794735,-0.9573293425054976
Sclera:1_314;0.14983837883800818,0.650607885190018,-0.9491275378159101
Sclera:1_315;0.24722787404907323,0.6436949925889477,-0.9344641259968808
Sclera:1_316;0.3392520446552577,0.6267216607392571,-0.9195096326323838
Sclera:1_317;0.4152068106285253,0.6104593700105421,-0.9075074136964469
Sclera:1_318;-0.2222831763475324,0.7073581730711489,-0.9061106093245883
Sclera:1_319;-0.14173394230402114,0.7140061979981723,-0.9116850694894089
Sclera:1_320;-0.047924824443626335,0.7180395217819675,-0.9150896243474625
Sclera:1_321;0.04792482446109168,0.7180395218039246,-0.9150896243250802
Sclera:1_322;0.14173393037922488,0.7140062021106115,-0.9116850549169778
Sclera:1_323;0.22228316635188275,0.7073581761601273,-0.9061106043069186
Sclera:1_324;2.2406886281254136e-13,8.426276245010319e-14,8.945008573775681e-14
Sclera:1_325;-0.22706261684344287,-0.8080707176493673,-0.8085591317953958
Sclera:1_326;-0.1429302236766398,-0.8143102388726541,-0.8151667237121516
Sclera:1_327;-0.048196873497004335,-0.8179606694617227,-0.8190288898031426
Sclera:1_328;0.04819687628332764,-0.8179606691248933,-0.8190289098026948
Sclera:1_329;0.14293023432314872,-0.8143102361421949,-0.8151667347825147
Sclera:1_330;0.22706259492968137,-0.8080707245789206,-0.8085591150025654
Sclera:1_331;1.1170458523017938e-13,8.426276004129587e-14,8.945008679694129e-14
Sclera:1_332;-0.42360802388328217,-0.7142858202295389,-0.8133454455076379
Sclera:1_333;-0.3428583064793889,-0.7308774987309258,-0.8289081803676944
Sclera:1_334;-0.24873143483006963,-0.7468749510890966,-0.8455722509533748
Sclera:1_335;-0.1511192290878559,-0.7569282684276578,-0.856987061230024
Sclera:1_336;-0.05074914873256771,-0.7625080435646039,-0.8630683651492804
Sclera:1_337;0.05074914150746004,-0.7625080485883944,-0.8630683550299435
Sclera:1_338;0.1511192336371963,-0.7569282356926776,-0.8569870685295996
Sclera:1_339;0.24873141895615916,-0.746875065644617,-0.8455722600021532
Sclera:1_340;0.34285829411343455,-0.7308775159134608,-0.8289081399876359
Sclera:1_341;0.4236080238021794,-0.714285820348055,-0.8133454455293727
Sclera:1_342;7.197800665790613e-10,7.197800664734462e-10,5.749169994078377e-10
Sclera:1_343;-0.5295319124975054,-0.6253107342371318,-0.8206142949226132
Sclera:1_344;-0.44813244901118365,-0.6482739158472353,-0.8460122911316813
Sclera:1_345;-0.35736669986676084,-0.6668452277240411,-0.8716573367191701
Sclera:1_346;-0.26326856184075187,-0.6841824740777142,-0.8864921914865748
Sclera:1_347;-0.17112853245345047,-0.6936950087032779,-0.894575629339234
Sclera:1_348;2.002087336532659e-09,1.0615168252070558e-09,1.8078198375791272e-10
Sclera:1_349;6.555329509749483e-09,1.0615168092022339e-09,1.8078198006459588e-10
Sclera:1_350;0.17112854455852886,-0.6936950051216103,-0.8945756296110863
Sclera:1_351;0.2632685350623669,-0.6841824899911882,-0.8864921890785714
Sclera:1_352;0.3573666814018391,-0.6668452594820591,-0.8716573337531881
Sclera:1_353;0.44813244924522816,-0.6482739156798746,-0.8460122912581636
Sclera:1_354;0.5295319122557508,-0.6253107343179002,-0.8206142950671416
Sclera:1_355;7.196058348732829e-10,7.19780066578226e-10,5.749169994077609e-10
Sclera:1_356;-0.6255579472020008,-0.5299022066766846,-0.8208424729079877
Sclera:1_357;-0.551805431290862,-0.5524721560703566,-0.8535641153716885
Sclera:1_358;-0.46961938336497494,-0.5760637719463647,-0.8828574745130048
Sclera:1_359;-0.39308553081479664,-0.5956642349288271,-0.8968061450094249
Sclera:1_360;0.3930855308519029,-0.5956642351288234,-0.896806144927307
Sclera:1_361;0.4696193837504872,-0.5760637717798482,-0.8828574744882838
Sclera:1_362;0.5518054313928501,-0.5524721559701986,-0.8535641153849178
Sclera:1_363;0.6255579470944803,-0.5299022069535702,-0.8208424727598795
Sclera:1_364;-0.7144013560238892,-0.423798988369717,-0.8134534704089731
Sclera:1_365;-0.6486860645128681,-0.44937803557964184,-0.8476686430064315
